lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
5,0,77.0,11,28,2,0,1,0,0,1
301,1,115.0,7,30,3,1,1,1,0,0
0,0,59.94,11,16,4,4,0,3,0,1
6,1,109.5,2,24,4,4,0,0,3,1
172,1,80.75,9,12,3,2,1,0,0,1
10,0,67.0,8,29,3,1,0,0,0,1
2,1,171.0,8,6,4,1,0,0,0,1
6,1,114.0,9,21,4,2,1,3,0,1
176,0,198.9,9,15,4,3,0,0,5,0
99,0,65.0,10,30,3,2,2,0,0,0
29,1,132.72,5,20,4,3,2,0,3,0
106,0,72.25,7,13,3,4,1,0,0,1
151,1,91.48,10,6,4,3,2,0,0,1
56,0,120.0,6,8,3,1,0,0,0,1
3,1,140.0,8,13,4,3,0,0,0,1
69,0,120.0,6,12,3,4,2,0,0,0
14,1,79.0,2,12,4,1,0,3,0,0
89,0,80.3,3,3,4,3,0,0,0,1
298,0,75.0,5,10,3,2,0,0,0,0
12,0,71.8,3,19,3,2,2,3,0,1
39,0,72.0,11,21,3,2,1,0,0,1
105,0,150.3,8,24,4,4,0,0,3,0
61,1,92.5,12,28,4,3,1,3,0,1
23,0,85.6,8,25,4,3,1,0,0,0
386,1,115.0,10,23,3,0,2,1,0,0
319,0,63.75,11,29,4,4,0,3,0,0
162,0,115.0,10,14,4,2,2,0,0,0
140,0,70.0,12,29,3,5,0,0,0,1
122,1,107.0,3,27,3,1,2,1,0,1
1,0,129.56,9,22,4,1,0,3,0,1
277,1,89.14,9,5,3,5,2,1,0,1
154,0,146.7,7,9,4,1,0,0,3,0
186,1,112.01,9,4,4,2,2,0,1,0
12,0,93.0,2,23,4,2,0,0,0,1
60,1,84.58,10,16,3,2,2,0,0,1
2,0,65.0,9,27,2,0,2,0,0,0
19,2,124.0,9,19,4,1,0,0,0,1
180,1,129.7,8,3,4,5,2,0,3,0
204,1,90.95,7,18,4,8,3,0,0,1
68,0,65.0,9,29,3,2,0,0,0,1
88,1,117.0,5,3,3,3,0,1,0,1
0,0,89.0,3,21,4,0,1,3,0,1
148,3,130.05,7,15,4,2,2,0,3,1
68,0,48.0,9,29,3,2,0,0,0,1
133,0,121.5,7,28,4,2,0,0,0,1
63,0,56.0,9,4,3,2,0,1,0,1
34,1,129.6,3,15,4,5,0,1,3,1
20,1,74.8,12,22,4,3,1,3,0,1
5,1,99.0,1,11,4,2,1,0,3,1
163,0,80.75,10,2,3,3,2,0,0,1
42,1,74.8,12,9,4,2,2,3,0,1
1,0,142.38,12,17,4,4,2,0,5,1
54,1,88.2,11,12,4,1,2,3,0,0
35,1,76.05,3,25,3,2,1,0,0,1
270,0,80.0,4,20,3,4,0,0,0,1
36,0,115.2,3,24,4,1,0,0,0,0
26,2,144.5,4,11,4,3,1,0,3,1
4,0,95.0,9,13,3,3,0,0,0,1
154,2,104.1,10,30,4,1,2,0,3,0
51,1,65.75,3,3,4,3,1,3,0,1
57,1,141.3,10,29,4,1,2,1,0,0
38,1,87.71,3,3,2,3,0,0,0,1
164,0,100.0,10,2,3,2,0,0,0,1
260,1,56.94,11,16,4,4,1,0,0,1
2,1,63.75,12,17,4,2,0,3,0,1
72,1,118.8,4,23,4,1,1,0,3,1
2,0,95.0,5,4,0,1,0,0,0,1
96,0,119.85,5,7,4,3,2,0,0,0
2,1,101.0,4,7,4,1,0,0,0,1
1,1,89.0,4,4,4,1,1,3,0,1
158,1,79.2,12,24,4,1,1,3,0,0
47,0,99.9,4,12,4,1,0,0,0,0
301,0,109.0,7,30,3,1,1,1,0,0
13,1,141.0,6,19,4,1,2,0,0,1
3,1,97.0,6,23,4,1,0,3,0,1
137,1,136.34,8,4,4,3,1,0,3,1
23,1,96.0,12,4,4,0,2,0,0,1
15,1,70.0,12,27,3,5,1,0,0,1
33,0,134.1,7,19,4,2,0,0,0,0
237,0,80.26,12,28,4,5,2,0,0,0
21,2,160.0,8,21,4,2,2,0,0,1
11,0,160.0,5,24,3,3,0,1,0,1
43,2,108.0,11,3,4,1,0,0,0,1
0,0,80.0,5,6,4,1,0,0,0,1
24,0,159.0,3,24,4,1,0,0,0,0
301,1,115.0,7,30,4,1,1,1,0,0
4,0,104.0,4,16,4,1,1,3,0,1
45,1,149.4,8,19,4,1,0,0,3,1
0,0,0.0,11,10,1,2,0,0,0,1
0,0,87.78,9,30,4,1,0,3,0,1
35,0,95.4,3,5,4,1,1,0,3,0
82,1,140.4,6,10,4,2,0,0,3,1
43,1,98.1,9,7,4,1,0,0,0,1
24,0,70.0,8,19,3,3,2,0,0,1
22,0,82.33,2,4,4,3,0,0,0,0
96,0,138.0,9,28,3,1,1,1,4,0
66,1,190.8,10,20,4,2,0,0,5,1
245,0,110.0,7,6,3,4,2,0,0,0
92,1,49.07,11,26,3,3,0,0,0,1
86,1,65.0,5,20,3,2,1,0,0,1
26,0,142.0,4,15,4,2,0,0,3,0
26,0,115.0,4,15,4,2,0,3,0,0
54,2,143.1,4,30,4,1,1,0,0,1
22,0,95.0,4,19,4,1,0,0,0,0
25,0,139.0,9,16,4,1,0,3,0,0
20,1,80.0,1,5,2,2,0,0,0,1
61,0,117.0,3,23,4,2,0,0,0,0
8,0,95.0,9,25,3,0,2,0,0,1
1,1,89.0,4,27,2,1,0,0,0,1
23,0,66.0,2,7,3,1,2,0,0,1
61,0,99.9,6,26,4,0,1,0,0,0
118,0,110.0,6,6,3,2,1,0,0,1
151,1,162.0,9,23,4,2,2,0,3,0
25,0,126.0,6,12,4,1,2,0,3,0
48,2,88.2,11,2,4,3,0,3,0,1
141,1,129.6,9,14,4,4,0,0,0,1
77,1,99.0,1,18,4,2,1,0,0,1
25,2,141.0,5,22,4,1,2,0,0,1
4,2,145.0,9,22,4,1,0,0,0,1
61,1,139.34,7,18,3,8,3,0,4,0
207,0,161.67,12,30,3,2,1,0,0,1
36,3,149.0,11,11,4,2,0,0,3,1
220,0,128.0,9,17,3,1,2,1,0,0
83,1,75.0,5,1,3,2,2,0,0,1
131,1,121.5,7,2,4,1,2,0,3,1
37,0,105.0,10,13,3,3,0,0,0,1
83,0,112.2,9,30,3,1,0,1,0,1
273,0,95.0,5,13,3,2,1,0,0,0
66,1,58.0,2,11,3,2,0,0,0,1
1,0,60.0,2,28,4,1,2,0,0,0
115,0,76.0,2,27,3,2,2,0,0,1
290,0,72.0,6,17,3,2,1,0,0,1
239,1,96.3,10,28,4,2,0,0,0,0
21,1,117.0,10,8,4,1,0,0,3,0
74,0,101.5,9,18,3,2,0,1,0,1
115,1,105.3,5,16,4,2,1,0,0,1
1,0,0.0,4,8,4,2,0,0,0,1
229,0,89.25,10,22,4,2,2,0,0,0
36,1,81.08,4,12,4,2,0,0,0,1
105,0,110.0,10,12,4,2,1,1,0,0
320,0,90.0,8,18,3,2,0,1,0,1
147,0,76.5,8,11,4,3,0,0,0,0
14,0,100.0,10,15,3,2,0,0,0,1
0,2,18.6,10,27,4,3,0,1,5,1
9,0,111.35,5,31,4,1,0,0,0,0
3,0,77.0,9,21,3,0,1,0,0,1
145,0,36.25,8,29,3,1,2,1,0,1
35,1,81.9,3,8,4,5,2,0,0,0
76,0,59.5,3,25,4,2,1,0,0,0
135,2,79.2,12,28,4,1,0,3,0,0
31,2,114.3,3,8,4,3,0,0,3,1
67,3,105.3,7,24,4,3,2,0,0,1
6,0,0.0,12,10,4,2,0,1,0,1
33,2,197.0,11,7,4,2,1,0,0,1
122,1,139.95,8,3,4,4,0,0,3,0
27,0,111.2,9,26,4,1,1,0,0,0
64,0,92.48,9,14,3,4,1,0,0,1
57,1,90.67,6,10,3,2,1,0,0,1
443,0,65.0,4,29,4,1,0,0,0,0
93,1,112.5,8,13,4,1,0,0,0,1
5,2,105.0,8,16,4,1,2,0,0,1
5,0,0.0,9,26,1,0,1,0,0,1
2,1,129.0,6,16,4,2,0,3,0,1
12,0,65.0,8,5,2,3,0,0,0,1
8,1,67.5,11,26,4,3,0,0,0,1
63,0,140.4,5,28,4,1,2,0,3,0
14,0,126.0,4,7,4,3,0,0,3,0
175,1,96.3,7,13,4,2,0,0,0,1
0,1,111.0,6,14,4,1,0,0,0,1
263,0,110.0,10,21,3,2,0,0,0,0
105,0,110.0,10,12,3,2,1,1,0,0
19,1,131.35,12,28,4,4,0,0,3,1
24,0,99.5,9,7,3,2,1,0,0,1
1,0,64.14,1,4,4,0,1,0,0,1
39,0,87.0,8,14,3,2,0,1,0,1
97,1,108.3,4,28,4,3,0,0,0,1
155,0,89.76,10,21,3,2,0,0,0,0
79,1,103.28,3,28,3,3,1,0,3,1
11,2,182.0,3,24,4,2,0,0,3,1
12,0,93.0,2,20,4,1,2,0,0,1
62,2,132.3,10,13,4,3,0,0,3,1
225,0,96.3,8,12,4,2,0,0,0,0
171,2,110.5,7,15,4,8,4,0,0,0
2,0,91.67,12,5,2,6,3,0,0,1
213,1,175.14,10,22,4,5,2,0,6,0
70,2,128.7,4,4,4,2,1,0,3,1
105,0,62.86,4,6,4,2,0,0,0,1
11,0,78.8,6,14,4,1,0,3,0,1
32,1,120.0,10,24,4,1,1,0,0,1
214,1,158.95,8,7,4,2,2,0,5,0
44,1,117.9,6,28,4,5,1,0,0,1
211,0,100.0,5,20,4,2,0,0,0,0
180,2,100.08,10,28,3,2,1,1,0,0
443,0,65.0,4,29,3,1,0,0,0,0
237,0,147.3,10,13,4,3,0,0,3,0
160,0,94.5,7,25,4,2,1,3,0,0
0,0,140.0,10,15,4,1,0,3,0,1
40,1,88.2,3,20,4,1,2,3,0,1
149,0,130.5,8,12,4,2,1,0,0,0
251,0,108.8,9,22,4,4,2,0,0,0
9,0,105.0,4,10,4,0,1,3,0,1
104,2,84.56,6,7,4,4,0,0,0,1
27,0,107.92,2,21,4,2,2,0,4,1
3,1,100.5,11,19,4,1,1,3,0,1
12,1,120.06,11,9,4,4,0,3,0,1
64,2,74.61,12,25,4,2,2,0,3,1
0,0,139.0,8,20,4,1,0,3,0,1
106,2,117.3,11,21,4,3,1,1,0,0
96,1,72.25,11,28,4,1,0,0,0,0
123,2,135.15,6,17,4,2,2,0,0,0
10,1,160.0,7,24,4,0,1,0,0,0
9,0,70.0,12,27,3,5,2,0,0,1
8,0,158.22,3,22,4,7,2,0,3,0
39,0,129.7,9,25,4,0,1,0,0,1
199,0,140.0,11,16,4,2,0,0,3,0
54,1,75.95,2,8,4,4,1,0,0,1
66,0,75.0,10,9,3,2,1,0,0,0
0,0,109.0,8,14,3,2,0,1,0,1
219,0,76.67,9,4,3,2,1,0,0,1
230,1,96.3,9,2,4,2,1,0,0,1
19,2,82.8,2,7,4,1,2,0,3,1
21,0,81.0,2,25,4,2,0,3,0,1
2,1,177.5,8,16,4,2,0,0,0,1
68,0,79.2,12,22,4,2,0,3,0,0
109,1,77.03,4,30,4,1,2,0,0,1
144,0,92.55,5,25,4,4,1,0,3,1
60,0,94.5,4,17,4,0,1,3,0,1
98,1,124.25,7,25,4,1,1,0,3,0
108,3,150.3,8,27,4,1,1,0,3,1
40,1,6.0,1,14,4,3,0,0,1,1
151,0,80.0,1,19,3,3,0,0,0,1
7,1,103.18,10,19,4,2,0,3,0,1
74,0,116.1,6,17,4,2,0,3,0,0
151,0,71.0,1,19,3,2,0,0,0,1
57,0,143.29,4,17,4,5,2,1,3,0
13,2,126.0,10,18,4,2,2,0,0,1
33,1,125.1,8,8,4,1,1,3,0,0
22,1,200.75,9,15,4,2,0,0,0,0
150,0,101.0,1,2,3,1,2,1,0,1
30,0,68.7,2,12,4,2,1,0,0,0
93,1,121.5,6,20,4,1,1,0,0,0
5,0,119.0,5,22,3,0,2,0,4,1
53,0,114.3,7,18,4,1,1,0,0,1
37,0,112.2,3,24,4,3,0,0,0,0
8,1,102.0,1,27,4,1,0,0,0,1
73,0,62.5,10,28,3,1,0,0,0,1
34,2,100.35,8,28,4,4,2,3,0,0
43,0,0.0,10,23,4,1,0,0,0,1
31,0,66.29,12,3,4,11,5,3,0,0
82,2,83.87,4,3,4,4,2,0,0,1
39,0,71.1,3,3,4,3,1,3,0,0
39,1,51.28,3,10,4,3,1,3,0,0
126,0,118.8,9,8,4,3,0,3,0,0
96,0,123.5,9,28,3,1,1,1,4,0
148,0,82.45,7,23,3,3,2,0,3,1
66,2,93.6,11,2,4,4,0,0,0,1
63,0,80.1,3,28,4,1,1,3,0,0
103,0,80.0,5,4,3,3,0,0,0,1
258,0,110.0,10,16,3,0,1,0,0,0
25,0,75.2,11,29,4,1,0,0,0,1
31,1,95.0,5,15,2,4,2,0,0,1
10,0,12.0,11,13,4,2,0,0,0,1
0,0,0.0,10,15,4,1,0,0,3,1
69,0,92.43,12,29,4,5,2,0,1,1
195,1,130.5,8,13,4,1,1,0,0,0
72,1,99.45,4,12,4,4,0,0,0,1
0,0,88.0,8,10,4,2,0,3,0,1
27,0,137.0,4,17,4,0,1,0,3,0
89,0,76.5,8,11,4,4,0,0,0,0
269,0,70.0,12,29,3,3,2,0,0,1
2,2,160.0,10,8,4,1,1,0,0,1
76,3,127.38,9,21,4,3,0,0,1,1
31,1,154.0,11,27,4,0,2,0,3,1
55,1,68.07,11,24,4,3,2,0,0,1
77,1,96.3,4,14,4,3,0,0,0,1
219,0,96.3,8,15,4,1,1,0,0,0
53,0,159.3,5,27,4,2,1,0,3,0
210,0,72.75,10,8,3,3,1,0,0,1
275,0,110.0,4,17,3,0,2,1,0,0
156,2,96.3,7,2,4,1,2,0,0,1
1,1,135.0,6,22,4,1,0,0,0,1
88,0,56.1,10,5,3,1,1,1,0,1
14,1,81.0,12,11,4,2,0,0,0,1
32,1,124.0,11,4,4,1,0,0,0,0
4,2,200.75,9,19,4,2,2,0,5,1
1,0,95.0,4,6,0,2,0,0,0,1
110,2,118.8,10,10,4,2,1,0,0,0
14,1,100.0,11,2,4,1,0,3,0,1
51,1,69.12,9,30,4,6,2,0,0,1
19,1,130.67,6,21,4,3,0,0,0,1
11,1,0.0,12,11,1,2,0,0,3,1
100,0,119.85,5,4,4,4,0,0,0,0
45,0,60.0,1,16,3,1,2,0,0,1
193,0,120.0,6,20,3,2,1,0,0,0
28,1,158.86,7,24,4,3,2,0,0,1
7,1,174.0,8,12,4,2,2,0,0,1
279,0,110.0,10,12,3,3,0,0,0,0
193,0,65.0,10,15,3,3,0,0,0,0
124,0,72.25,7,23,3,1,2,0,0,1
28,0,166.67,11,11,4,2,1,0,3,0
32,0,85.0,11,20,3,2,0,0,0,1
79,1,86.4,12,22,4,1,0,0,0,1
46,1,76.48,3,15,4,5,2,0,3,0
26,1,87.05,10,17,4,1,1,3,0,1
1,0,96.0,10,1,3,1,0,0,0,1
5,1,136.0,4,21,4,3,0,0,3,1
8,0,81.0,2,19,2,1,0,0,0,1
8,0,156.0,6,15,4,2,0,0,3,0
100,0,136.0,5,19,4,3,1,0,0,0
68,1,149.4,9,8,4,3,1,0,3,1
32,1,135.9,9,9,4,2,0,0,0,1
24,2,87.78,9,19,4,1,1,0,0,1
102,1,119.0,12,2,4,2,2,0,3,0
1,1,87.0,12,12,4,1,1,3,0,1
25,0,0.0,11,11,1,2,0,0,0,1
107,2,99.45,4,30,4,3,2,0,0,1
180,0,70.0,10,16,3,1,0,0,0,0
107,0,55.63,12,18,4,2,2,0,0,0
88,1,69.5,1,29,4,2,0,3,0,1
19,2,155.0,9,16,4,1,0,0,5,1
5,1,128.0,3,21,4,4,1,0,0,1
72,3,79.2,11,13,4,0,2,3,0,1
64,0,149.4,9,16,4,1,0,0,3,0
56,0,185.0,9,25,3,2,2,0,0,1
265,1,115.0,6,24,3,2,0,1,0,0
140,2,140.98,12,27,4,3,0,0,5,1
43,2,168.3,8,5,4,2,2,0,3,1
28,1,136.0,10,27,4,2,0,0,3,1
253,0,90.0,5,4,3,4,0,0,0,0
12,0,110.5,10,5,3,4,1,1,0,1
275,2,82.45,12,28,4,4,0,0,0,1
33,0,99.0,4,14,4,3,1,3,0,1
43,1,108.0,10,3,4,0,1,3,0,0
147,0,55.96,8,10,4,3,1,0,0,1
22,1,0.0,11,26,1,0,0,0,1,1
142,0,108.3,8,24,4,3,0,0,0,1
1,1,0.0,10,13,1,1,0,0,0,1
100,3,65.49,2,25,4,3,1,0,3,1
0,1,82.45,11,3,4,4,0,0,3,1
60,0,65.0,9,21,3,1,1,0,0,1
4,1,87.0,1,8,4,2,0,0,0,1
0,0,50.0,2,11,2,1,0,0,0,1
114,0,189.0,7,14,4,3,0,1,3,0
80,1,95.24,4,28,4,3,0,0,3,1
0,2,121.0,7,29,4,1,0,0,0,1
6,0,65.0,12,2,2,1,0,0,0,1
16,0,129.33,4,5,4,3,0,0,3,0
418,0,75.0,9,26,3,2,1,0,0,0
0,0,109.87,4,22,4,1,0,0,0,1
149,0,105.9,7,20,4,3,0,0,0,0
143,0,100.0,8,25,3,3,0,0,0,1
29,1,104.0,12,1,4,3,2,0,0,1
72,1,96.3,4,2,4,1,1,0,3,1
15,0,100.73,5,30,4,3,1,0,0,1
12,2,146.0,6,14,4,4,0,0,3,1
1,0,105.0,9,3,4,1,0,0,0,1
4,0,94.5,8,8,3,1,2,1,0,1
44,1,74.8,11,16,4,4,1,3,0,1
1,0,130.0,12,30,4,1,0,0,0,1
3,1,124.0,6,23,4,1,0,0,3,1
51,1,93.0,12,25,4,3,2,0,0,1
37,2,207.9,8,22,4,2,1,0,5,1
177,1,93.08,8,24,4,4,0,0,0,1
55,1,94.5,10,9,4,2,0,0,0,1
77,1,100.97,12,31,4,4,2,0,0,1
5,0,108.0,1,28,4,3,1,0,3,1
164,1,94.5,8,4,4,2,0,3,0,1
287,0,100.3,9,29,4,3,1,0,0,0
0,1,90.0,8,1,4,0,1,3,0,1
131,0,94.5,8,15,4,1,2,1,0,0
46,0,98.0,12,5,3,3,1,1,0,1
124,1,105.3,8,1,4,2,1,0,0,1
9,1,67.0,10,13,2,2,0,0,0,1
7,2,56.0,5,21,3,1,1,1,0,1
49,4,150.3,7,1,4,2,1,0,3,1
184,1,65.29,10,17,4,6,2,0,1,1
23,1,99.0,10,30,4,3,2,3,0,0
87,1,89.25,9,18,4,2,1,0,0,1
72,2,175.5,11,9,4,2,0,0,0,1
301,0,52.0,11,18,3,2,0,0,0,0
35,1,100.1,3,13,4,0,2,0,0,1
31,0,75.0,9,16,3,2,1,0,0,1
222,2,70.55,12,27,4,5,0,3,0,1
2,1,103.0,11,17,4,2,0,0,0,0
38,0,67.5,2,13,4,1,2,3,0,0
5,2,128.0,3,21,4,1,1,0,0,1
180,0,120.0,10,10,4,2,1,0,0,0
29,2,96.3,11,6,4,2,1,0,0,1
16,1,120.0,12,29,4,3,0,3,0,1
161,0,130.0,3,25,3,2,1,1,0,0
6,0,70.0,8,5,3,4,2,0,0,1
386,1,115.0,10,23,4,0,2,1,0,0
103,1,119.0,12,9,4,2,2,0,3,0
51,1,108.0,10,5,4,2,0,3,0,1
79,0,72.25,3,28,4,4,1,3,0,0
1,0,65.0,5,4,2,1,0,0,0,1
8,0,130.0,11,5,3,1,0,0,0,1
20,0,66.0,1,31,3,1,2,0,0,1
65,1,118.8,4,23,4,1,0,0,3,1
5,0,151.0,7,16,4,1,0,0,0,0
0,0,135.0,12,31,4,1,0,0,0,1
109,1,121.21,8,6,3,1,2,0,3,1
3,1,86.0,2,1,4,2,1,0,0,1
19,0,96.0,9,17,4,1,0,3,0,1
77,1,123.45,4,30,4,3,2,0,0,1
26,1,91.0,1,30,4,1,1,0,0,1
152,0,91.93,8,20,4,5,2,3,0,0
56,1,93.6,12,9,4,2,1,0,0,1
113,0,121.21,8,6,4,1,2,0,3,0
47,1,73.08,3,30,4,3,0,0,0,1
85,0,90.0,9,9,2,2,0,0,0,1
37,0,65.0,5,8,2,0,1,0,0,1
59,1,75.0,11,14,3,2,1,0,0,1
124,0,74.8,12,7,4,4,1,3,0,0
11,1,89.0,3,29,4,2,0,3,0,1
204,0,72.75,10,9,3,2,2,0,0,1
62,1,91.48,4,22,4,1,0,0,3,1
39,1,117.98,4,21,4,5,2,0,3,1
31,0,152.1,2,26,4,2,0,0,5,0
115,2,110.7,8,4,4,3,2,0,0,1
68,0,135.15,5,7,4,4,2,0,0,0
0,0,90.0,8,25,3,1,0,1,0,1
84,1,82.45,3,28,4,4,1,0,0,1
108,2,127.8,8,8,4,4,1,0,3,1
42,1,80.76,3,6,4,2,2,0,0,0
58,1,85.0,8,24,3,4,0,0,0,1
71,0,98.0,5,10,3,3,0,1,0,1
29,1,150.8,8,26,4,2,1,0,3,1
52,2,116.1,5,13,4,2,1,3,0,1
148,1,65.83,11,2,4,3,0,0,0,1
21,1,139.0,7,5,4,5,0,3,0,1
188,1,112.01,9,4,4,2,2,0,1,0
191,1,80.75,9,7,3,5,2,1,0,1
10,1,126.0,10,20,4,3,0,0,0,1
82,2,90.45,10,30,4,2,2,0,0,1
17,0,97.0,3,11,4,2,1,3,0,0
315,0,160.0,9,30,3,2,1,1,0,0
248,0,72.25,8,2,3,6,2,0,0,1
256,1,83.18,10,18,4,5,2,3,0,0
137,1,85.16,11,28,4,4,1,0,1,0
80,1,125.1,9,29,4,1,0,3,0,0
190,0,165.6,9,8,4,3,0,1,0,0
64,1,94.5,4,11,4,1,1,3,0,0
80,1,80.33,3,17,4,3,1,0,0,1
53,0,149.4,9,11,4,2,2,0,3,0
46,1,106.8,3,17,4,3,0,0,3,0
70,0,100.0,6,3,3,2,0,0,0,1
38,1,207.9,9,11,4,3,2,0,5,0
10,2,81.0,8,18,4,3,0,3,0,1
5,1,122.0,6,22,4,2,0,3,0,1
84,1,149.18,10,31,4,3,1,1,0,1
34,1,158.4,10,2,4,1,2,0,3,1
17,0,46.4,2,27,3,3,2,0,0,1
224,0,65.0,10,2,3,2,1,0,0,1
21,2,129.0,9,28,4,1,0,3,0,1
176,0,108.9,10,7,4,2,0,0,0,0
140,0,114.33,7,18,4,3,1,0,3,1
256,0,90.95,8,31,4,4,0,0,0,0
8,1,151.0,7,13,4,3,0,0,0,0
71,0,79.56,7,13,3,4,0,0,0,1
41,0,80.3,2,12,4,2,1,0,0,1
156,1,158.95,8,28,4,2,2,0,5,0
52,1,131.4,3,19,4,1,2,0,3,0
14,2,119.0,4,21,4,2,0,3,0,1
143,2,101.54,4,23,4,4,2,0,3,0
42,1,127.5,10,31,4,1,1,0,0,1
3,1,178.0,9,15,4,1,0,0,0,1
7,0,95.0,10,30,3,1,0,0,0,1
29,1,70.88,11,14,4,5,2,0,3,1
177,0,100.0,6,3,3,2,0,0,0,0
57,0,101.52,9,21,3,2,0,0,0,1
34,0,111.96,10,26,3,4,1,1,1,1
8,0,54.75,9,9,3,4,0,0,0,1
15,0,54.5,3,1,3,4,0,0,3,1
42,0,113.6,3,20,4,2,2,0,0,0
53,2,66.53,9,2,4,5,2,3,0,1
95,2,108.0,10,8,4,2,2,3,0,1
102,0,80.0,10,16,3,2,0,1,0,0
148,3,118.8,10,4,4,3,0,0,0,1
80,0,136.0,10,9,3,2,0,1,3,1
109,0,108.0,10,11,4,1,0,3,0,0
175,0,105.3,8,2,4,3,0,0,0,0
17,1,138.6,11,27,4,3,2,0,3,0
148,0,96.9,8,21,3,1,2,0,0,0
3,0,162.0,8,10,4,1,1,0,5,1
14,2,170.0,10,7,4,2,0,0,3,1
15,1,99.0,4,20,4,3,0,0,3,1
4,1,146.0,6,7,4,4,0,0,3,1
0,1,65.0,2,15,2,2,1,0,0,1
98,2,130.5,7,2,4,5,2,0,0,1
68,1,71.33,12,31,3,3,0,0,0,1
137,0,133.2,8,23,4,4,0,0,3,0
103,0,146.7,7,8,4,2,1,0,3,0
201,0,86.5,7,21,4,1,0,0,1,0
32,1,105.0,7,18,3,1,1,0,0,1
13,1,134.75,11,7,4,1,1,3,0,1
87,1,85.5,6,26,4,0,1,3,0,1
7,2,141.95,5,29,4,3,2,0,3,1
195,2,112.2,8,17,4,5,2,0,3,0
3,1,89.0,4,24,4,0,1,3,0,1
46,1,96.16,3,13,4,5,3,0,3,0
29,1,78.6,10,20,3,5,0,0,3,1
271,0,78.3,12,3,3,1,2,0,0,1
160,0,70.0,12,30,3,3,0,0,0,1
7,1,67.0,11,9,2,1,0,0,0,1
124,2,96.3,6,27,4,2,1,0,0,1
76,0,207.9,8,13,4,1,0,0,5,0
138,1,138.5,8,22,3,1,2,1,0,1
180,1,100.0,5,2,3,1,1,0,0,1
113,0,100.0,5,31,2,3,0,0,0,0
36,1,135.9,8,14,4,0,2,0,0,1
8,1,171.0,8,8,4,0,1,0,0,1
5,2,90.0,8,10,4,5,1,0,0,1
99,0,80.0,2,19,2,1,0,0,0,1
22,0,140.0,5,20,3,2,0,0,0,1
51,1,75.95,3,7,4,3,1,0,0,1
143,1,137.7,7,4,4,2,1,0,3,0
19,0,118.15,9,19,3,0,1,0,0,0
21,0,108.2,3,14,3,3,1,1,3,1
60,0,60.0,10,12,3,3,1,0,0,1
188,0,130.0,6,15,3,2,0,0,0,0
0,2,143.5,6,28,4,2,0,3,0,1
104,0,90.95,4,8,4,2,2,0,3,0
54,0,54.46,3,28,4,4,1,3,0,1
51,0,123.3,8,29,4,5,2,0,3,1
48,0,85.5,9,11,3,0,2,0,0,1
100,0,108.0,10,16,4,1,0,1,0,0
10,0,169.0,7,24,4,0,1,0,0,0
46,1,71.1,3,12,4,1,1,3,0,1
47,2,58.94,1,31,4,2,2,0,0,1
16,0,95.0,10,2,2,1,2,0,0,1
0,1,148.0,8,19,4,2,0,3,0,1
36,0,102.0,12,26,4,3,1,0,0,0
64,1,190.0,9,25,4,2,0,0,0,1
91,0,80.0,9,30,3,2,1,0,0,1
49,0,93.15,7,11,4,0,1,3,0,0
40,0,60.0,11,7,3,1,2,0,3,1
33,1,125.1,7,23,4,1,2,3,0,1
27,0,108.0,9,30,3,2,0,0,0,1
152,0,71.0,1,20,3,1,0,0,0,1
0,2,0.0,3,17,1,1,0,0,3,1
102,0,101.5,10,16,4,2,0,1,0,0
0,2,65.0,12,20,3,1,0,0,0,1
84,3,149.4,9,27,4,3,0,0,3,1
74,2,88.2,12,2,4,2,1,3,0,1
95,0,68.0,10,30,3,4,2,0,0,1
70,0,69.5,2,5,4,2,0,3,0,1
56,0,0.0,5,3,1,1,0,0,3,1
15,0,80.0,1,26,2,1,0,0,0,1
61,0,105.3,7,23,4,1,1,0,0,0
28,1,220.53,9,22,4,3,1,0,5,1
280,0,110.0,9,19,4,2,1,0,0,0
326,2,67.5,11,24,4,3,0,3,0,0
32,0,67.0,7,4,2,1,1,0,0,1
8,1,92.95,1,2,4,1,2,0,3,1
34,2,90.9,10,18,4,3,2,0,0,1
14,0,136.0,8,16,4,2,0,0,0,0
42,0,60.0,11,5,3,3,0,0,3,1
134,0,80.0,4,16,3,1,2,0,0,1
2,0,72.75,4,17,3,2,2,0,0,1
131,1,105.3,7,4,4,2,1,0,0,1
26,1,151.0,7,15,4,2,1,0,0,1
346,1,115.0,9,13,4,2,0,1,0,0
87,0,134.1,8,14,4,2,2,0,0,0
173,0,105.3,8,2,4,2,0,0,0,0
22,1,48.5,11,15,4,5,0,3,0,1
4,2,99.51,11,19,4,5,2,0,0,1
92,0,96.3,6,27,4,0,1,0,0,0
67,1,76.16,3,26,3,1,2,0,0,1
184,0,122.4,10,4,4,3,0,0,3,0
115,1,90.0,11,18,4,2,0,0,0,0
55,0,79.0,7,7,2,1,0,0,0,0
185,2,116.1,9,29,4,3,2,0,0,0
60,1,132.45,9,5,4,5,1,0,3,0
91,0,75.0,5,11,3,4,0,0,0,1
1,1,170.0,9,26,4,1,1,3,0,1
8,1,95.0,4,5,4,1,0,0,0,1
37,1,78.5,2,8,4,4,1,3,0,1
0,2,0.0,11,14,4,0,0,0,0,1
