,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
19761,INN19762,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,5,19,Offline,0,0,0,45.0,2,Not_Canceled
14124,INN14125,2,0,0,3,Not Selected,0,Room_Type 1,29,2018,1,26,Online,0,0,0,72.0,1,Not_Canceled
15580,INN15581,1,0,2,5,Meal Plan 1,0,Room_Type 1,122,2018,8,1,Offline,0,0,0,68.0,0,Not_Canceled
20219,INN20220,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,140.0,0,Not_Canceled
15968,INN15969,2,0,0,2,Meal Plan 2,0,Room_Type 4,60,2018,9,29,Online,0,0,0,149.77,1,Not_Canceled
33112,INN33113,2,0,2,2,Meal Plan 1,0,Room_Type 1,177,2018,8,5,Offline,0,0,0,72.25,1,Not_Canceled
16611,INN16612,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,2018,3,17,Corporate,0,0,0,80.0,1,Not_Canceled
25053,INN25054,2,0,2,3,Meal Plan 1,0,Room_Type 1,68,2018,4,2,Online,0,0,0,89.93,1,Not_Canceled
36145,INN36146,2,0,0,1,Meal Plan 1,0,Room_Type 4,85,2018,6,2,Online,0,0,0,140.4,0,Canceled
4908,INN04909,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Online,0,0,0,89.0,0,Canceled
17005,INN17006,2,0,0,1,Meal Plan 1,0,Room_Type 6,0,2018,2,17,Complementary,1,3,12,0.0,1,Not_Canceled
8493,INN08494,2,0,2,1,Meal Plan 1,0,Room_Type 1,100,2018,5,1,Online,0,0,0,105.3,1,Not_Canceled
28821,INN28822,2,0,1,2,Meal Plan 1,0,Room_Type 1,95,2018,5,6,Offline,0,0,0,80.75,0,Not_Canceled
25037,INN25038,2,0,0,4,Meal Plan 2,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,112.0,1,Canceled
11063,INN11064,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,7,28,Corporate,0,0,0,65.0,0,Not_Canceled
30305,INN30306,2,1,1,4,Not Selected,0,Room_Type 1,220,2018,10,24,Online,0,0,0,118.25,1,Canceled
23716,INN23717,1,0,1,1,Not Selected,0,Room_Type 1,38,2018,7,2,Online,0,0,0,107.1,0,Canceled
16935,INN16936,3,0,1,4,Meal Plan 1,0,Room_Type 4,212,2018,10,31,Online,0,0,0,126.9,0,Canceled
10602,INN10603,2,0,1,0,Not Selected,0,Room_Type 1,6,2017,9,20,Online,0,0,0,114.0,1,Not_Canceled
28538,INN28539,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,9,14,Offline,0,0,0,130.0,0,Not_Canceled
9568,INN09569,2,0,0,1,Meal Plan 1,0,Room_Type 1,62,2017,9,23,Offline,0,0,0,71.4,0,Not_Canceled
21051,INN21052,2,0,0,4,Meal Plan 1,1,Room_Type 1,78,2018,7,12,Online,0,0,0,114.3,2,Not_Canceled
30958,INN30959,2,0,1,0,Not Selected,0,Room_Type 1,114,2018,12,12,Online,0,0,0,79.2,1,Not_Canceled
10898,INN10899,1,0,0,1,Meal Plan 1,0,Room_Type 1,49,2017,9,22,Corporate,0,0,0,65.0,0,Not_Canceled
987,INN00988,2,0,1,3,Meal Plan 1,0,Room_Type 1,115,2017,9,10,Online,0,0,0,89.25,0,Not_Canceled
22648,INN22649,3,0,2,8,Meal Plan 1,0,Room_Type 4,150,2018,6,28,Online,0,0,0,125.8,0,Canceled
9139,INN09140,2,0,2,3,Meal Plan 1,0,Room_Type 1,303,2018,8,19,Offline,0,0,0,78.0,0,Canceled
31152,INN31153,2,1,1,0,Meal Plan 1,0,Room_Type 1,6,2017,9,13,Online,0,0,0,105.0,2,Not_Canceled
21306,INN21307,2,0,0,1,Meal Plan 1,0,Room_Type 4,62,2018,5,7,Online,0,0,0,159.3,2,Not_Canceled
29149,INN29150,2,0,1,0,Meal Plan 1,0,Room_Type 4,1,2018,2,1,Online,0,0,0,106.0,1,Not_Canceled
7560,INN07561,2,0,1,4,Meal Plan 1,0,Room_Type 1,336,2018,9,21,Offline,0,0,0,78.0,0,Not_Canceled
26508,INN26509,3,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,7,13,Online,0,0,0,208.0,0,Canceled
33826,INN33827,3,0,2,3,Meal Plan 1,0,Room_Type 4,68,2018,10,9,Online,0,0,0,151.2,2,Not_Canceled
19844,INN19845,2,0,1,1,Not Selected,0,Room_Type 1,251,2018,11,21,Online,0,0,0,73.35,1,Not_Canceled
28689,INN28690,2,0,0,3,Meal Plan 1,0,Room_Type 4,40,2018,6,8,Online,0,0,0,128.4,0,Canceled
4963,INN04964,2,0,2,4,Not Selected,0,Room_Type 1,34,2017,9,13,Online,0,0,0,94.95,1,Not_Canceled
9246,INN09247,2,0,2,1,Meal Plan 1,0,Room_Type 1,100,2018,9,25,Offline,0,0,0,80.75,0,Not_Canceled
19914,INN19915,2,0,1,2,Meal Plan 1,0,Room_Type 4,19,2018,8,26,Online,0,0,0,162.0,2,Not_Canceled
7899,INN07900,2,0,1,2,Meal Plan 1,0,Room_Type 4,77,2018,10,7,Online,0,0,0,132.3,3,Not_Canceled
13734,INN13735,1,0,1,3,Not Selected,0,Room_Type 1,53,2018,3,17,Online,0,0,0,81.7,1,Not_Canceled
10212,INN10213,2,0,1,2,Meal Plan 1,0,Room_Type 1,78,2018,3,25,Offline,0,0,0,100.0,0,Canceled
20049,INN20050,2,0,2,4,Meal Plan 1,0,Room_Type 1,168,2018,7,7,Online,0,0,0,90.95,0,Canceled
35408,INN35409,2,1,0,1,Meal Plan 1,0,Room_Type 2,3,2018,7,2,Complementary,1,0,3,0.0,1,Not_Canceled
13964,INN13965,2,0,0,3,Not Selected,0,Room_Type 1,29,2018,2,11,Online,0,0,0,72.0,1,Not_Canceled
3296,INN03297,2,1,1,1,Meal Plan 1,1,Room_Type 1,36,2018,2,27,Online,0,0,0,107.3,1,Not_Canceled
33901,INN33902,2,0,2,1,Meal Plan 1,0,Room_Type 1,148,2018,4,23,Online,0,0,0,69.33,0,Not_Canceled
16088,INN16089,2,0,2,3,Meal Plan 1,0,Room_Type 1,62,2018,1,17,Offline,0,0,0,57.0,1,Not_Canceled
5090,INN05091,2,0,1,1,Meal Plan 1,0,Room_Type 4,10,2018,4,23,Online,0,0,0,146.0,1,Canceled
30530,INN30531,2,1,0,2,Meal Plan 1,0,Room_Type 4,2,2018,8,24,Online,0,0,0,164.0,1,Not_Canceled
34715,INN34716,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,10,14,Offline,0,0,0,100.8,0,Not_Canceled
23283,INN23284,2,0,0,3,Not Selected,0,Room_Type 1,20,2018,9,22,Online,0,0,0,134.1,1,Not_Canceled
7222,INN07223,2,0,1,3,Meal Plan 2,0,Room_Type 1,101,2018,7,4,Offline,0,0,0,102.25,0,Not_Canceled
5615,INN05616,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130.0,0,Canceled
31029,INN31030,1,0,2,5,Meal Plan 1,0,Room_Type 4,56,2018,4,8,Online,0,0,0,112.2,0,Canceled
10089,INN10090,2,0,1,2,Meal Plan 1,0,Room_Type 4,57,2018,3,21,Online,0,0,0,118.5,1,Not_Canceled
2587,INN02588,2,0,1,4,Not Selected,0,Room_Type 1,95,2018,4,27,Online,0,0,0,89.25,1,Not_Canceled
32303,INN32304,2,0,0,3,Meal Plan 1,0,Room_Type 1,52,2018,12,29,Online,0,0,0,122.4,1,Not_Canceled
30089,INN30090,2,0,2,5,Meal Plan 1,0,Room_Type 7,31,2018,9,10,Online,0,0,0,178.42,1,Not_Canceled
15613,INN15614,2,0,2,1,Meal Plan 1,0,Room_Type 4,91,2018,8,6,Online,0,0,0,133.2,0,Not_Canceled
24968,INN24969,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,2,15,Complementary,0,0,0,0.0,1,Not_Canceled
19667,INN19668,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2017,10,10,Offline,0,0,0,70.0,0,Canceled
17044,INN17045,2,0,0,3,Meal Plan 1,0,Room_Type 1,79,2017,9,2,Online,0,0,0,89.25,0,Canceled
30802,INN30803,2,2,1,5,Meal Plan 1,0,Room_Type 6,59,2018,4,26,Online,0,0,0,177.93,0,Canceled
21736,INN21737,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
17651,INN17652,2,0,1,3,Not Selected,0,Room_Type 1,17,2018,12,29,Online,0,0,0,102.0,1,Not_Canceled
32567,INN32568,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,9,Corporate,0,0,0,90.0,0,Not_Canceled
11139,INN11140,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,8,28,Offline,0,0,0,80.0,0,Not_Canceled
23264,INN23265,3,0,0,1,Meal Plan 1,0,Room_Type 4,171,2018,8,26,Online,0,0,0,128.7,2,Canceled
22745,INN22746,2,0,1,2,Meal Plan 1,0,Room_Type 1,160,2018,8,22,Online,0,0,0,114.5,0,Canceled
153,INN00154,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Online,0,0,0,109.0,0,Canceled
26750,INN26751,2,0,0,4,Meal Plan 1,0,Room_Type 1,35,2018,8,30,Online,0,0,0,109.8,1,Canceled
31990,INN31991,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,8,1,Corporate,0,0,0,65.0,1,Not_Canceled
9877,INN09878,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
32331,INN32332,2,0,2,4,Meal Plan 1,0,Room_Type 1,6,2018,11,27,Offline,0,0,0,68.0,0,Not_Canceled
6919,INN06920,2,0,1,3,Meal Plan 1,0,Room_Type 4,12,2017,9,7,Online,0,0,0,77.57,1,Not_Canceled
35968,INN35969,1,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,3,18,Online,0,0,0,103.0,1,Not_Canceled
15731,INN15732,3,0,1,1,Meal Plan 1,0,Room_Type 4,87,2018,8,8,Online,0,0,0,135.27,1,Not_Canceled
8352,INN08353,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled
33090,INN33091,2,0,0,1,Not Selected,0,Room_Type 1,2,2018,2,6,Online,0,0,0,81.0,1,Not_Canceled
398,INN00399,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Online,0,0,0,95.0,0,Canceled
11162,INN11163,2,0,1,1,Meal Plan 1,0,Room_Type 1,93,2018,6,20,Online,0,0,0,126.9,1,Not_Canceled
6980,INN06981,2,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,7,7,Corporate,0,0,0,94.0,0,Not_Canceled
9591,INN09592,1,0,0,1,Not Selected,0,Room_Type 1,36,2018,12,22,Online,0,0,0,77.99,1,Not_Canceled
23896,INN23897,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Offline,0,0,0,90.0,0,Canceled
1566,INN01567,2,0,0,1,Meal Plan 1,0,Room_Type 1,113,2017,8,22,Online,0,0,0,76.5,1,Canceled
11832,INN11833,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,4,4,Offline,0,0,0,80.0,0,Canceled
3701,INN03702,1,0,0,4,Meal Plan 1,0,Room_Type 4,6,2018,10,26,Aviation,0,0,0,110.0,0,Not_Canceled
23221,INN23222,2,1,0,3,Meal Plan 1,0,Room_Type 1,82,2018,6,29,Online,0,0,0,130.5,0,Canceled
34694,INN34695,2,2,1,0,Meal Plan 1,0,Room_Type 6,0,2018,7,11,Online,0,0,0,177.0,0,Not_Canceled
9595,INN09596,3,0,0,2,Meal Plan 1,0,Room_Type 4,105,2018,9,16,Online,0,0,0,168.3,2,Not_Canceled
29741,INN29742,2,0,0,4,Meal Plan 1,0,Room_Type 1,178,2018,8,3,Online,0,0,0,99.45,1,Not_Canceled
13574,INN13575,1,0,2,4,Meal Plan 1,0,Room_Type 1,145,2018,4,29,Online,0,0,0,69.56,0,Not_Canceled
14875,INN14876,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Offline,0,0,0,95.0,0,Canceled
9141,INN09142,2,0,0,2,Meal Plan 2,0,Room_Type 4,30,2018,4,14,Online,0,0,0,157.5,0,Canceled
7022,INN07023,2,0,0,3,Meal Plan 2,0,Room_Type 1,71,2018,5,10,Offline,0,0,0,126.0,1,Not_Canceled
21523,INN21524,2,0,0,4,Meal Plan 1,0,Room_Type 1,92,2018,7,12,Online,0,0,0,89.85,2,Not_Canceled
29671,INN29672,2,0,1,4,Meal Plan 1,0,Room_Type 2,36,2017,10,21,Online,0,0,0,81.62,1,Not_Canceled
6103,INN06104,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Online,0,0,0,75.0,0,Canceled
3010,INN03011,2,0,2,4,Meal Plan 1,0,Room_Type 4,228,2018,10,5,Online,0,0,0,115.6,2,Canceled
25850,INN25851,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87.0,0,Not_Canceled
9746,INN09747,2,0,0,2,Not Selected,0,Room_Type 1,160,2018,8,4,Online,0,0,0,94.5,0,Canceled
12858,INN12859,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110.0,0,Canceled
21317,INN21318,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2017,9,30,Online,0,0,0,126.0,1,Not_Canceled
4367,INN04368,2,0,0,5,Meal Plan 1,0,Room_Type 1,57,2018,11,15,Offline,0,0,0,75.0,0,Not_Canceled
3852,INN03853,2,0,0,2,Meal Plan 2,0,Room_Type 1,291,2018,8,19,Online,0,0,0,115.0,0,Canceled
12795,INN12796,2,0,0,1,Meal Plan 1,0,Room_Type 1,30,2018,5,21,Online,0,0,0,126.9,1,Not_Canceled
36063,INN36064,2,2,2,2,Meal Plan 1,0,Room_Type 6,54,2018,2,28,Online,0,0,0,148.33,0,Canceled
8479,INN08480,2,0,2,1,Meal Plan 1,0,Room_Type 1,25,2018,5,21,Online,0,0,0,127.67,0,Canceled
13218,INN13219,2,0,2,1,Meal Plan 1,0,Room_Type 1,75,2018,6,26,Offline,0,0,0,80.75,0,Not_Canceled
21101,INN21102,2,0,2,2,Meal Plan 1,0,Room_Type 4,107,2018,11,6,Online,0,0,0,117.28,0,Not_Canceled
8454,INN08455,2,2,0,1,Meal Plan 1,0,Room_Type 6,47,2018,5,26,Online,0,0,0,198.9,2,Not_Canceled
13121,INN13122,1,0,0,1,Not Selected,0,Room_Type 1,71,2017,7,11,Online,0,0,0,51.96,0,Not_Canceled
12616,INN12617,2,1,1,0,Meal Plan 1,0,Room_Type 1,2,2018,2,8,Online,0,0,0,109.0,1,Not_Canceled
22475,INN22476,2,0,1,2,Meal Plan 1,0,Room_Type 1,309,2018,5,13,Offline,0,0,0,65.0,0,Not_Canceled
23332,INN23333,2,0,0,3,Meal Plan 1,0,Room_Type 1,202,2018,10,20,Online,0,0,0,96.3,2,Canceled
25201,INN25202,1,0,0,1,Meal Plan 1,0,Room_Type 4,31,2018,4,9,Corporate,0,0,0,90.0,1,Not_Canceled
29105,INN29106,2,2,1,2,Meal Plan 1,0,Room_Type 6,64,2018,4,29,Online,0,0,0,198.9,2,Not_Canceled
33526,INN33527,1,0,0,4,Meal Plan 1,0,Room_Type 1,215,2018,5,4,Online,0,0,0,100.8,2,Canceled
8837,INN08838,1,0,0,4,Meal Plan 1,0,Room_Type 1,237,2018,10,12,Online,0,0,0,107.53,1,Canceled
4485,INN04486,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,9,15,Online,0,0,0,179.0,2,Not_Canceled
17146,INN17147,2,0,0,2,Meal Plan 1,0,Room_Type 1,79,2017,11,13,Offline,0,0,0,75.0,0,Not_Canceled
17124,INN17125,2,0,0,3,Meal Plan 1,0,Room_Type 4,110,2018,10,27,Online,0,0,0,104.4,1,Canceled
5416,INN05417,2,0,0,3,Not Selected,0,Room_Type 1,113,2018,6,9,Online,0,0,0,116.1,0,Not_Canceled
13091,INN13092,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,8,11,Online,0,0,0,124.0,0,Not_Canceled
8474,INN08475,2,0,0,3,Meal Plan 1,0,Room_Type 1,308,2018,11,23,Online,0,0,0,78.3,2,Canceled
18925,INN18926,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
4878,INN04879,2,1,0,1,Meal Plan 1,0,Room_Type 4,0,2018,6,7,Online,0,0,0,139.0,0,Canceled
30136,INN30137,1,0,0,4,Meal Plan 2,0,Room_Type 1,296,2018,9,21,Offline,0,0,0,81.0,0,Not_Canceled
15890,INN15891,2,0,0,4,Meal Plan 1,0,Room_Type 1,147,2018,5,4,Online,0,0,0,101.7,0,Canceled
32960,INN32961,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled
14967,INN14968,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2017,10,19,Online,0,0,0,90.0,0,Not_Canceled
9469,INN09470,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,108.0,0,Canceled
33394,INN33395,2,1,2,3,Meal Plan 1,0,Room_Type 1,146,2018,7,31,Online,0,0,0,116.45,0,Canceled
14679,INN14680,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
27026,INN27027,2,2,4,10,Meal Plan 1,0,Room_Type 6,87,2018,5,16,Online,0,0,0,187.85,1,Canceled
31478,INN31479,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,9,1,Complementary,0,0,0,0.0,1,Not_Canceled
17389,INN17390,2,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,90.0,0,Canceled
22399,INN22400,2,0,0,4,Meal Plan 1,0,Room_Type 1,197,2018,8,9,Online,0,0,0,108.45,1,Canceled
9365,INN09366,3,0,1,3,Meal Plan 1,0,Room_Type 1,196,2018,9,19,Online,0,0,0,150.45,1,Canceled
35706,INN35707,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
17481,INN17482,2,1,2,5,Meal Plan 1,0,Room_Type 1,170,2018,8,3,Online,0,0,0,114.75,2,Canceled
6028,INN06029,2,0,1,2,Meal Plan 2,0,Room_Type 1,116,2017,9,18,Online,0,0,0,96.05,0,Canceled
9289,INN09290,2,0,2,5,Meal Plan 1,0,Room_Type 4,18,2018,8,27,Online,0,0,0,142.43,1,Canceled
29930,INN29931,2,0,0,1,Meal Plan 1,0,Room_Type 1,31,2018,10,4,Online,0,0,0,134.1,1,Not_Canceled
33751,INN33752,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,116.0,0,Not_Canceled
22852,INN22853,2,0,0,1,Meal Plan 1,0,Room_Type 1,74,2018,6,10,Online,0,0,0,126.9,0,Not_Canceled
26436,INN26437,2,2,4,10,Meal Plan 1,1,Room_Type 7,120,2018,8,5,Online,0,0,0,220.0,1,Canceled
21572,INN21573,2,0,1,2,Meal Plan 1,0,Room_Type 1,56,2018,11,14,Offline,0,0,0,75.0,0,Not_Canceled
3121,INN03122,1,0,0,1,Meal Plan 1,0,Room_Type 1,40,2018,2,16,Online,0,0,0,72.9,0,Canceled
31949,INN31950,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,Canceled
354,INN00355,2,0,2,2,Meal Plan 1,0,Room_Type 4,77,2018,5,14,Online,0,0,0,134.85,1,Not_Canceled
19758,INN19759,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115.0,1,Canceled
29714,INN29715,2,0,0,2,Meal Plan 1,0,Room_Type 1,67,2018,11,25,Offline,0,0,0,75.0,0,Not_Canceled
5911,INN05912,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130.0,0,Canceled
6864,INN06865,1,0,2,6,Meal Plan 1,0,Room_Type 1,77,2018,4,8,Online,0,0,0,80.75,0,Canceled
5478,INN05479,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,2017,11,17,Corporate,0,0,0,62.0,0,Not_Canceled
20333,INN20334,2,0,2,2,Meal Plan 1,0,Room_Type 1,46,2018,10,16,Offline,0,0,0,85.5,0,Not_Canceled
4865,INN04866,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,12,14,Corporate,1,0,1,79.0,1,Not_Canceled
32561,INN32562,2,0,1,1,Meal Plan 1,0,Room_Type 4,54,2018,6,4,Online,0,0,0,126.9,1,Not_Canceled
4927,INN04928,2,0,0,1,Not Selected,0,Room_Type 1,18,2017,9,15,Offline,0,0,0,76.8,0,Not_Canceled
6866,INN06867,2,2,2,5,Meal Plan 2,0,Room_Type 6,71,2018,4,3,Online,0,0,0,203.76,0,Canceled
18945,INN18946,2,1,2,2,Meal Plan 1,0,Room_Type 1,0,2018,10,21,Online,0,0,0,106.25,2,Not_Canceled
7553,INN07554,1,0,1,2,Meal Plan 1,0,Room_Type 1,24,2018,11,7,Online,0,0,0,153.23,1,Not_Canceled
6532,INN06533,2,0,2,0,Meal Plan 1,0,Room_Type 1,24,2018,6,12,Online,0,0,0,94.35,3,Not_Canceled
12382,INN12383,2,2,0,4,Meal Plan 1,0,Room_Type 6,182,2018,12,27,Online,0,0,0,144.5,1,Canceled
28628,INN28629,2,0,1,2,Meal Plan 1,0,Room_Type 1,204,2018,8,26,Online,0,0,0,73.65,0,Canceled
16496,INN16497,2,0,0,3,Meal Plan 1,0,Room_Type 1,5,2018,3,23,Online,0,0,0,133.0,0,Not_Canceled
15769,INN15770,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled
33415,INN33416,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,8,11,Online,0,0,0,124.0,0,Not_Canceled
8552,INN08553,1,1,0,3,Meal Plan 1,0,Room_Type 2,130,2018,5,5,Online,0,0,0,194.85,0,Not_Canceled
3412,INN03413,2,0,0,2,Meal Plan 1,0,Room_Type 4,115,2018,12,29,Online,0,0,0,107.41,2,Not_Canceled
18353,INN18354,2,0,1,2,Meal Plan 1,0,Room_Type 1,177,2018,10,14,Offline,0,0,0,80.75,0,Not_Canceled
31872,INN31873,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,Canceled
15980,INN15981,2,0,1,2,Meal Plan 1,0,Room_Type 4,6,2018,8,15,Online,0,0,0,180.67,1,Not_Canceled
5191,INN05192,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,7,20,Offline,0,0,0,93.0,0,Not_Canceled
21870,INN21871,3,0,0,4,Meal Plan 1,0,Room_Type 4,19,2018,7,5,Online,0,0,0,187.0,0,Not_Canceled
34179,INN34180,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled
1271,INN01272,2,0,0,3,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,120.0,1,Not_Canceled
30279,INN30280,2,0,0,3,Meal Plan 1,0,Room_Type 2,218,2018,8,3,Online,0,0,0,86.62,0,Canceled
712,INN00713,2,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,11,16,Online,0,0,0,93.0,0,Not_Canceled
4992,INN04993,2,0,0,2,Meal Plan 1,0,Room_Type 1,53,2018,5,18,Online,0,0,0,126.9,0,Canceled
26440,INN26441,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
16577,INN16578,2,0,1,2,Meal Plan 1,0,Room_Type 1,64,2018,7,18,Online,0,0,0,81.08,1,Not_Canceled
1977,INN01978,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled
20462,INN20463,2,0,0,5,Not Selected,0,Room_Type 1,239,2018,6,28,Online,0,0,0,80.75,2,Canceled
28416,INN28417,2,0,2,1,Meal Plan 1,0,Room_Type 1,3,2017,9,19,Corporate,0,0,0,120.0,0,Not_Canceled
10510,INN10511,2,0,0,2,Meal Plan 1,0,Room_Type 1,26,2018,8,30,Online,0,0,0,122.0,2,Not_Canceled
27911,INN27912,2,0,2,3,Meal Plan 1,0,Room_Type 1,120,2018,3,27,Online,0,0,0,84.15,0,Canceled
33626,INN33627,3,0,0,1,Meal Plan 1,0,Room_Type 4,105,2018,7,23,Online,0,0,0,137.7,0,Canceled
17504,INN17505,1,0,1,3,Not Selected,0,Room_Type 1,18,2018,11,17,Online,0,0,0,48.5,0,Canceled
31040,INN31041,2,0,1,2,Meal Plan 1,0,Room_Type 4,94,2018,3,18,Online,0,0,0,87.3,1,Not_Canceled
35701,INN35702,2,0,0,3,Meal Plan 1,0,Room_Type 4,50,2017,11,17,Offline,0,0,0,60.0,0,Not_Canceled
24365,INN24366,2,0,0,1,Meal Plan 1,0,Room_Type 1,36,2018,3,10,Online,0,0,0,81.9,0,Canceled
2065,INN02066,2,0,1,4,Meal Plan 1,0,Room_Type 1,32,2017,10,5,Online,0,0,0,97.92,2,Not_Canceled
14427,INN14428,1,0,1,0,Meal Plan 1,0,Room_Type 1,12,2017,10,4,Offline,0,0,0,72.0,0,Not_Canceled
1886,INN01887,2,0,0,1,Meal Plan 1,0,Room_Type 1,60,2018,7,12,Online,0,0,0,105.3,0,Canceled
34593,INN34594,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,90.0,0,Canceled
19396,INN19397,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,10,Offline,0,0,0,65.0,0,Not_Canceled
20940,INN20941,2,2,0,2,Meal Plan 1,0,Room_Type 6,27,2018,9,29,Online,0,0,0,234.0,1,Canceled
13459,INN13460,2,0,0,5,Meal Plan 1,0,Room_Type 1,230,2018,9,6,Offline,0,0,0,137.0,1,Canceled
33812,INN33813,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75.0,0,Canceled
20509,INN20510,2,0,1,2,Meal Plan 1,0,Room_Type 4,12,2018,8,22,Online,0,0,0,156.0,1,Not_Canceled
12761,INN12762,2,0,2,2,Meal Plan 1,0,Room_Type 4,38,2018,11,4,Online,0,0,0,120.91,2,Not_Canceled
200,INN00201,2,0,1,4,Not Selected,0,Room_Type 1,156,2018,8,24,Online,0,0,0,87.3,1,Not_Canceled
6418,INN06419,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
2575,INN02576,1,0,1,1,Meal Plan 1,0,Room_Type 1,10,2018,9,19,Online,0,0,0,149.0,2,Not_Canceled
35896,INN35897,2,0,1,3,Meal Plan 1,0,Room_Type 1,190,2018,8,22,Online,0,0,0,109.25,1,Canceled
4209,INN04210,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130.0,0,Canceled
10522,INN10523,2,0,2,3,Meal Plan 1,0,Room_Type 1,50,2018,1,24,Online,0,0,0,58.94,1,Not_Canceled
29494,INN29495,1,0,2,0,Meal Plan 1,0,Room_Type 1,4,2018,4,10,Online,0,0,0,103.0,0,Not_Canceled
